id;name;created_by;created_date;last_modified_by;last_modified_date
7810301;Quản lý thể dục thể thao;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78105;Kinh tế gia đình;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7810501;Kinh tế gia đình;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78190;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
784;Dịch vụ vận tải;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78401;Khai thác vận tải;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7840101;Khai thác vận tải;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7840102;Quản lý hoạt động bay;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7840104;Kinh tế vận tải;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7840106;Khoa học hàng hải;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78490;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
785;Môi trường và bảo vệ môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78501;Quản lý tài nguyên và môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7850101;Quản lý tài nguyên và môi trường;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7850102;Kinh tế tài nguyên thiên nhiên;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7850103;Quản lý đất đai ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78502;Dịch vụ an toàn lao động và vệ sinh công nghiệp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7850201;Bảo hộ lao động;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78590;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
786;An ninh - Quốc phòng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78601;An ninh và trật tự xã hội;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860101;Trinh sát an ninh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860102;Trinh sát cảnh sát;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860104;Điều tra hình sự;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860108;Kỹ thuật hình sự;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860109;Quản lý nhà nước về an ninh trật tự;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860110;Quản lý trật tự an toàn giao thông;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860111;Thi hành án hình sự và hỗ trợ tư pháp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860112;Tham mưu - chỉ huy công an nhân dân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860113;Phòng cháy chữa cháy và cứu nạn cứu hộ ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860116;Hậu cần công an nhân dân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860117;Tình báo an ninh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78602;Quân sự;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860201;Chỉ huy tham mưu Lục quân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860202;Chỉ huy tham mưu Hải quân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860203;Chỉ huy tham mưu Không quân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860204;Chỉ huy tham mưu Phòng không;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860205;Chỉ huy tham mưu Pháo binh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860206;Chỉ huy tham mưu Tăng - thiết giáp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860207;Chỉ huy tham mưu Đặc công;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860214;Biên phòng;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860217;Tình báo quân sự;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860218;Hậu cần quân sự;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860220;Chỉ huy tham mưu thông tin;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860222;Quân sự cơ sở;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860223;Chỉ huy - quản lý kỹ thuật ;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860226;Chỉ huy kỹ thuật Phòng không;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860227;Chỉ huy kỹ thuật Tăng - thiết giáp;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860228;Chỉ huy kỹ thuật Công binh;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860229;Chỉ huy kỹ thuật Hoá học;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860231;Trinh sát kỹ thuật;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860232;Chỉ huy kỹ thuật Hải quân;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
7860233;Chỉ huy kỹ thuật tác chiến điện tử;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
78690;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
790;Khác;ADP intuitive e-commerce;2023-05-02 15:02:05;Krone pink reboot;2023-05-02 15:02:05
